_id,origin_zone,Origin Name,Destination_zone,Destination Name,Commodity Group code,Commodity Group,Daily trips,comodity weight (KG),Commodity Value ($)
5328,3526,Niagara,7018,Indiana,24,Parts & accessories for motors vehicles/ ogte,1.83, 340 ," 1,059 "
5329,3526,Niagara,7019,Iowa,12,Machinery,4.17," 23,209 "," 162,418 "
5330,3526,Niagara,7019,Iowa,24,Parts & accessories for motors vehicles/ ogte,1.83," 16,662 "," 62,150 "
5331,3526,Niagara,7021,Kentucky,4,Base metals and articles of base metal,3.80," 65,845 "," 82,041 "
5332,3526,Niagara,7021,Kentucky,12,Machinery,1.12," 14,599 "," 78,050 "
5333,3526,Niagara,7021,Kentucky,25,Plastics and rubber products,2.05," 10,230 "," 38,189 "
5334,3526,Niagara,7023,Maine,21,Other manufactured and miscellaneous goods,2.28," 46,512 "," 115,578 "
5335,3526,Niagara,7024,Maryland,5,Cement and non-metallic mineral products,1.24," 8,210 "," 11,543 "
5336,3526,Niagara,7024,Maryland,19,Other agriculture and food products,6.36," 58,737 "," 90,036 "
5337,3526,Niagara,7024,Maryland,25,Plastics and rubber products,1.61," 26,392 "," 113,591 "
5338,3526,Niagara,7025,Massachusetts,19,Other agriculture and food products,8.12," 45,526 "," 119,308 "
5339,3526,Niagara,7025,Massachusetts,21,Other manufactured and miscellaneous goods,2.47," 32,656 "," 106,568 "
5340,3526,Niagara,7025,Massachusetts,23,Paper and paper products,2.20," 42,388 "," 52,858 "
5341,3526,Niagara,7026,Michigan,3,Automobiles and other vehicles/ gte,1.12," 15,456 "," 161,269 "
5342,3526,Niagara,7026,Michigan,4,Base metals and articles of base metal,4.49," 48,558 "," 84,715 "
5343,3526,Niagara,7026,Michigan,12,Machinery,7.96," 147,367 "," 1,583,445 "
5344,3526,Niagara,7026,Michigan,14,"Minerals, ores and concentrates",1.51," 23,646 "," 60,641 "
5345,3526,Niagara,7026,Michigan,17,"Organic chemical, fertilizer",1.21," 26,212 "," 16,671 "
5346,3526,Niagara,7026,Michigan,19,Other agriculture and food products,3.79," 56,604 "," 32,088 "
5347,3526,Niagara,7026,Michigan,22,Other raw and finished forest products,2.65," 46,899 "," 13,132 "
5348,3526,Niagara,7026,Michigan,23,Paper and paper products,1.90," 36,958 "," 46,202 "
5349,3526,Niagara,7026,Michigan,24,Parts & accessories for motors vehicles/ ogte,11.08," 88,740 "," 329,694 "
5350,3526,Niagara,7026,Michigan,31,Shipping containers returned empty,1.39," 6,112 ", -   
5351,3526,Niagara,7026,Michigan,32,Empty,4.92, -   , -   
5352,3526,Niagara,7029,Missouri,19,Other agriculture and food products,5.46," 13,791 "," 45,332 "
5353,3526,Niagara,7033,New Hampshire,19,Other agriculture and food products,3.40," 7,730 "," 25,410 "
5354,3526,Niagara,7034,New Jersey,5,Cement and non-metallic mineral products,1.12," 16,333 "," 10,927 "
5355,3526,Niagara,7034,New Jersey,8,"Electronic, electrical & office equipment",1.24," 10,700 "," 135,150 "
5356,3526,Niagara,7034,New Jersey,19,Other agriculture and food products,5.56," 47,841 "," 59,544 "
5357,3526,Niagara,7034,New Jersey,22,Other raw and finished forest products,1.29," 24,625 "," 4,703 "
5358,3526,Niagara,7034,New Jersey,23,Paper and paper products,1.24," 14,022 "," 44,070 "
5359,3526,Niagara,7034,New Jersey,25,Plastics and rubber products,1.05," 6,707 "," 25,035 "
5360,3526,Niagara,7036,New York,3,Automobiles and other vehicles/ gte,1.95," 10,676 ", -   
5361,3526,Niagara,7036,New York,4,Base metals and articles of base metal,10.89," 189,167 "," 975,183 "
5362,3526,Niagara,7036,New York,5,Cement and non-metallic mineral products,7.13," 109,123 "," 80,310 "
5363,3526,Niagara,7036,New York,8,"Electronic, electrical & office equipment",9.36," 20,244 "," 301,670 "
5364,3526,Niagara,7036,New York,10,Liquefied propane gases and other petroleum products including liquefied natural gas,6.65," 143,990 "," 43,812 "
5365,3526,Niagara,7036,New York,11,Lumber,1.86," 18,024 "," 44,002 "
5366,3526,Niagara,7036,New York,12,Machinery,5.19," 20,553 "," 145,822 "
5367,3526,Niagara,7036,New York,14,"Minerals, ores and concentrates",10.03," 145,999 "," 312,419 "
5368,3526,Niagara,7036,New York,15,Newsprint,1.45," 24,599 "," 23,246 "
5369,3526,Niagara,7036,New York,17,"Organic chemical, fertilizer",2.14," 34,001 "," 92,931 "
5370,3526,Niagara,7036,New York,19,Other agriculture and food products,45.35," 689,936 "," 831,708 "
5371,3526,Niagara,7036,New York,20,Other chemical products,3.40," 61,899 "," 128,457 "
5372,3526,Niagara,7036,New York,21,Other manufactured and miscellaneous goods,17.63," 44,328 "," 544,976 "
5373,3526,Niagara,7036,New York,22,Other raw and finished forest products,3.88," 31,650 "," 65,012 "
5374,3526,Niagara,7036,New York,23,Paper and paper products,10.71," 140,002 "," 150,594 "
5375,3526,Niagara,7036,New York,24,Parts & accessories for motors vehicles/ ogte,4.08," 36,416 "," 282,145 "
5376,3526,Niagara,7036,New York,25,Plastics and rubber products,8.11," 17,093 "," 53,738 "
5377,3526,Niagara,7036,New York,28,Waste and scrap,27.33," 643,571 "," 336,526 "
5378,3526,Niagara,7036,New York,29,Wheat and other cereal grains,1.28," 29,055 "," 3,632 "
5379,3526,Niagara,7036,New York,31,Shipping containers returned empty,3.13," 20,927 ", -   
5380,3526,Niagara,7036,New York,32,Empty,75.28, -   , -   
5381,3526,Niagara,7036,New York,33,Mail,2.27," 8,257 ", -   
5382,3526,Niagara,7037,North Carolina,12,Machinery,3.50," 53,922 "," 431,724 "
5383,3526,Niagara,7037,North Carolina,19,Other agriculture and food products,1.54," 14,262 "," 31,385 "
5384,3526,Niagara,7039,Ohio,4,Base metals and articles of base metal,7.69," 153,859 "," 208,752 "
5385,3526,Niagara,7039,Ohio,8,"Electronic, electrical & office equipment",1.89," 3,429 "," 69,535 "
5386,3526,Niagara,7039,Ohio,11,Lumber,1.05," 22,036 "," 12,968 "
5387,3526,Niagara,7039,Ohio,15,Newsprint,1.02," 20,103 "," 18,997 "
5388,3526,Niagara,7039,Ohio,17,"Organic chemical, fertilizer",1.63," 32,106 "," 35,944 "
5389,3526,Niagara,7039,Ohio,19,Other agriculture and food products,2.83," 56,785 "," 32,840 "
5390,3526,Niagara,7039,Ohio,21,Other manufactured and miscellaneous goods,7.00," 78,192 "," 586,797 "
5391,3526,Niagara,7039,Ohio,23,Paper and paper products,1.66," 32,728 "," 40,812 "
5392,3526,Niagara,7039,Ohio,24,Parts & accessories for motors vehicles/ ogte,4.46," 63,229 "," 253,186 "
5393,3526,Niagara,7039,Ohio,25,Plastics and rubber products,7.50," 59,439 "," 140,174 "
5394,3526,Niagara,7042,Pennsylvania,4,Base metals and articles of base metal,6.28," 132,899 "," 131,952 "
5395,3526,Niagara,7042,Pennsylvania,11,Lumber,1.03," 19,681 "," 54,065 "
5396,3526,Niagara,7042,Pennsylvania,19,Other agriculture and food products,15.27," 201,609 "," 239,205 "
5397,3526,Niagara,7042,Pennsylvania,21,Other manufactured and miscellaneous goods,1.58," 15,106 "," 127,471 "
5398,3526,Niagara,7042,Pennsylvania,22,Other raw and finished forest products,5.89," 110,921 "," 36,987 "
5399,3526,Niagara,7042,Pennsylvania,23,Paper and paper products,1.21," 17,540 "," 52,725 "
5400,3526,Niagara,7042,Pennsylvania,24,Parts & accessories for motors vehicles/ ogte,3.89," 71,931 "," 237,372 "
5401,3526,Niagara,7042,Pennsylvania,25,Plastics and rubber products,2.15," 19,360 "," 82,049 "
5402,3526,Niagara,7042,Pennsylvania,28,Waste and scrap,3.00," 58,309 "," 118,952 "
5403,3526,Niagara,7042,Pennsylvania,32,Empty,6.29, -   , -   
5404,3526,Niagara,7045,South Carolina,4,Base metals and articles of base metal,3.32," 37,106 "," 229,893 "
5405,3526,Niagara,7045,South Carolina,17,"Organic chemical, fertilizer",1.16," 23,198 "," 14,754 "
5406,3526,Niagara,7045,South Carolina,19,Other agriculture and food products,1.66," 15,283 "," 28,295 "
5407,3526,Niagara,7045,South Carolina,24,Parts & accessories for motors vehicles/ ogte,1.16," 21,519 "," 75,455 "
5408,3526,Niagara,7048,Texas,4,Base metals and articles of base metal,2.32," 40,506 "," 143,898 "
5409,3526,Niagara,7048,Texas,19,Other agriculture and food products,1.97," 30,458 "," 135,112 "
5410,3526,Niagara,7050,Vermont,23,Paper and paper products,1.89," 15,429 "," 19,241 "
5411,3526,Niagara,7050,Vermont,32,Empty,1.28, -   , -   
5412,3526,Niagara,7051,Virginia,5,Cement and non-metallic mineral products,1.11," 22,650 "," 18,482 "
5413,3526,Niagara,7051,Virginia,22,Other raw and finished forest products,3.20," 64,997 "," 104,769 "
5414,3526,Niagara,7054,West Virginia,4,Base metals and articles of base metal,3.21," 48,168 "," 152,234 "
5415,3528,Haldimand-Norfolk,2400,Quebec,4,Base metals and articles of base metal,7.61," 203,213 "," 248,731 "
5416,3528,Haldimand-Norfolk,2400,Quebec,5,Cement and non-metallic mineral products,7.75," 254,311 "," 73,496 "
5417,3528,Haldimand-Norfolk,2400,Quebec,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.01," 40,139 "," 12,979 "
5418,3528,Haldimand-Norfolk,2400,Quebec,14,"Minerals, ores and concentrates",1.00," 37,208 "," 2,195 "
5419,3528,Haldimand-Norfolk,2400,Quebec,19,Other agriculture and food products,3.27," 60,868 "," 118,631 "
5420,3528,Haldimand-Norfolk,2400,Quebec,32,Empty,2.32, -   , -   
5421,3528,Haldimand-Norfolk,3501,"Stormont, Dundas & Glengarry",19,Other agriculture and food products,1.02, 102 , 32 
5422,3528,Haldimand-Norfolk,3501,"Stormont, Dundas & Glengarry",32,Empty,1.22, -   , -   
5423,3528,Haldimand-Norfolk,3510,Frontenac,5,Cement and non-metallic mineral products,1.20," 31,739 "," 9,172 "
5424,3528,Haldimand-Norfolk,3510,Frontenac,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.55," 61,880 "," 8,236 "
5425,3528,Haldimand-Norfolk,3511,Lennox & Addington,28,Waste and scrap,1.38," 51,060 "," 11,386 "
5426,3528,Haldimand-Norfolk,3513,Prince Edward,32,Empty,3.42, -   , -   
5427,3528,Haldimand-Norfolk,3515,Peterborough,5,Cement and non-metallic mineral products,2.00," 67,318 "," 19,454 "
5428,3528,Haldimand-Norfolk,3518,Durham,5,Cement and non-metallic mineral products,5.60," 219,188 "," 63,346 "
5429,3528,Haldimand-Norfolk,3518,Durham,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.35," 55,982 "," 43,730 "
5430,3528,Haldimand-Norfolk,3518,Durham,19,Other agriculture and food products,3.10," 8,465 "," 2,610 "
5431,3528,Haldimand-Norfolk,3518,Durham,20,Other chemical products,1.02," 22,017 "," 10,352 "
5432,3528,Haldimand-Norfolk,3519,York,3,Automobiles and other vehicles/ gte,1.28," 1,160 "," 12,774 "
5433,3528,Haldimand-Norfolk,3519,York,4,Base metals and articles of base metal,15.55," 564,815 "," 520,510 "
5434,3528,Haldimand-Norfolk,3519,York,5,Cement and non-metallic mineral products,10.06," 310,229 "," 163,116 "
5435,3528,Haldimand-Norfolk,3519,York,10,Liquefied propane gases and other petroleum products including liquefied natural gas,2.23," 89,409 "," 11,900 "
5436,3528,Haldimand-Norfolk,3519,York,19,Other agriculture and food products,3.26," 71,152 "," 176,342 "
5437,3528,Haldimand-Norfolk,3519,York,20,Other chemical products,3.68," 72,218 "," 36,860 "
5438,3528,Haldimand-Norfolk,3519,York,32,Empty,11.00, -   , -   
5439,3528,Haldimand-Norfolk,3520,Toronto,4,Base metals and articles of base metal,1.34," 51,795 "," 49,335 "
5440,3528,Haldimand-Norfolk,3520,Toronto,5,Cement and non-metallic mineral products,7.99," 230,945 "," 66,743 "
5441,3528,Haldimand-Norfolk,3520,Toronto,10,Liquefied propane gases and other petroleum products including liquefied natural gas,7.03," 274,068 "," 36,479 "
