_id,origin_zone,Origin Name,Destination_zone,Destination Name,Commodity Group code,Commodity Group,Daily trips,comodity weight (KG),Commodity Value ($)
7410,3543,Simcoe,2400,Quebec,32,Empty,2.69, -   , -   
7411,3543,Simcoe,3501,"Stormont, Dundas & Glengarry",32,Empty,2.19, -   , -   
7412,3543,Simcoe,3506,Ottawa-Carleton,3,Automobiles and other vehicles/ gte,1.46," 25,862 "," 415,421 "
7413,3543,Simcoe,3506,Ottawa-Carleton,19,Other agriculture and food products,2.95," 46,170 "," 30,932 "
7414,3543,Simcoe,3507,Leeds And Grenville United Counties,19,Other agriculture and food products,1.19," 25,294 "," 21,878 "
7415,3543,Simcoe,3509,Lanark,32,Empty,1.26, -   , -   
7416,3543,Simcoe,3510,Frontenac,5,Cement and non-metallic mineral products,3.17," 101,067 "," 67,613 "
7417,3543,Simcoe,3511,Lennox & Addington,21,Other manufactured and miscellaneous goods,1.19," 1,736 "," 17,584 "
7418,3543,Simcoe,3512,Hastings,19,Other agriculture and food products,1.25," 29,068 "," 30,870 "
7419,3543,Simcoe,3514,Northumberland,21,Other manufactured and miscellaneous goods,1.44, -   , -   
7420,3543,Simcoe,3514,Northumberland,32,Empty,2.89, -   , -   
7421,3543,Simcoe,3515,Peterborough,21,Other manufactured and miscellaneous goods,4.31," 16,740 "," 92,156 "
7422,3543,Simcoe,3518,Durham,10,Liquefied propane gases and other petroleum products including liquefied natural gas,3.95," 25,091 "," 16,715 "
7423,3543,Simcoe,3518,Durham,28,Waste and scrap,1.30," 32,539 "," 5,662 "
7424,3543,Simcoe,3518,Durham,32,Empty,13.02, -   , -   
7425,3543,Simcoe,3519,York,3,Automobiles and other vehicles/ gte,3.14," 28,524 "," 170,000 "
7426,3543,Simcoe,3519,York,14,"Minerals, ores and concentrates",3.14," 125,520 "," 24,555 "
7427,3543,Simcoe,3519,York,19,Other agriculture and food products,2.33," 61,316 "," 178,041 "
7428,3543,Simcoe,3519,York,21,Other manufactured and miscellaneous goods,3.55, 509 ," 2,804 "
7429,3543,Simcoe,3519,York,25,Plastics and rubber products,1.21, 363 ," 1,782 "
7430,3543,Simcoe,3519,York,32,Empty,17.06, -   , -   
7431,3543,Simcoe,3520,Toronto,3,Automobiles and other vehicles/ gte,1.52," 7,605 "," 122,159 "
7432,3543,Simcoe,3520,Toronto,8,"Electronic, electrical & office equipment",1.57, 213 ," 4,659 "
7433,3543,Simcoe,3520,Toronto,14,"Minerals, ores and concentrates",1.39," 33,360 "," 8,837 "
7434,3543,Simcoe,3520,Toronto,21,Other manufactured and miscellaneous goods,2.10, 210 ," 1,427 "
7435,3543,Simcoe,3520,Toronto,28,Waste and scrap,1.21," 7,254 "," 1,074 "
7436,3543,Simcoe,3520,Toronto,32,Empty,15.30, -   , -   
7437,3543,Simcoe,3521,Peel,8,"Electronic, electrical & office equipment",1.54," 12,591 "," 142,245 "
7438,3543,Simcoe,3521,Peel,14,"Minerals, ores and concentrates",2.33," 99,390 "," 3,379 "
7439,3543,Simcoe,3521,Peel,20,Other chemical products,1.40," 15,920 "," 115,830 "
7440,3543,Simcoe,3521,Peel,32,Empty,16.62, -   , -   
7441,3543,Simcoe,3522,Dufferin,22,Other raw and finished forest products,1.21," 1,099 ", 755 
7442,3543,Simcoe,3522,Dufferin,32,Empty,1.21, -   , -   
7443,3543,Simcoe,3523,Wellington,19,Other agriculture and food products,1.31, 596 ," 1,967 "
7444,3543,Simcoe,3523,Wellington,24,Parts & accessories for motors vehicles/ ogte,1.52," 20,048 "," 71,660 "
7445,3543,Simcoe,3523,Wellington,25,Plastics and rubber products,3.69," 4,465 "," 16,550 "
7446,3543,Simcoe,3523,Wellington,32,Empty,9.73, -   , -   
7447,3543,Simcoe,3524,Halton,3,Automobiles and other vehicles/ gte,1.81, 181 ," 2,909 "
7448,3543,Simcoe,3524,Halton,12,Machinery,2.48," 4,233 "," 44,837 "
7449,3543,Simcoe,3524,Halton,19,Other agriculture and food products,3.78," 26,913 "," 46,497 "
7450,3543,Simcoe,3524,Halton,21,Other manufactured and miscellaneous goods,10.88," 9,118 "," 307,664 "
7451,3543,Simcoe,3524,Halton,22,Other raw and finished forest products,3.96," 6,446 "," 9,050 "
7452,3543,Simcoe,3524,Halton,23,Paper and paper products,3.44, 705 ," 1,722 "
7453,3543,Simcoe,3524,Halton,32,Empty,32.17, -   , -   
7454,3543,Simcoe,3525,Hamilton,4,Base metals and articles of base metal,5.56," 50,540 "," 135,759 "
7455,3543,Simcoe,3525,Hamilton,19,Other agriculture and food products,10.18," 224,641 "," 182,272 "
7456,3543,Simcoe,3525,Hamilton,28,Waste and scrap,4.08," 125,092 "," 172,858 "
7457,3543,Simcoe,3525,Hamilton,31,Shipping containers returned empty,2.85," 6,480 ", -   
7458,3543,Simcoe,3525,Hamilton,32,Empty,36.56, -   , -   
7459,3543,Simcoe,3526,Niagara,5,Cement and non-metallic mineral products,2.27," 58,605 "," 55,697 "
7460,3543,Simcoe,3526,Niagara,13,"Meat, fish and seafood",1.82," 24,885 "," 54,650 "
7461,3543,Simcoe,3526,Niagara,19,Other agriculture and food products,4.55," 44,482 "," 155,436 "
7462,3543,Simcoe,3526,Niagara,22,Other raw and finished forest products,2.47," 46,889 "," 71,751 "
7463,3543,Simcoe,3526,Niagara,25,Plastics and rubber products,1.67," 2,272 "," 5,602 "
7464,3543,Simcoe,3526,Niagara,28,Waste and scrap,5.86," 199,841 "," 92,705 "
7465,3543,Simcoe,3526,Niagara,32,Empty,6.51, -   , -   
7466,3543,Simcoe,3528,Haldimand-Norfolk,19,Other agriculture and food products,5.00," 17,326 "," 25,136 "
7467,3543,Simcoe,3528,Haldimand-Norfolk,22,Other raw and finished forest products,2.48, 337 , 276 
7468,3543,Simcoe,3528,Haldimand-Norfolk,32,Empty,9.02, -   , -   
7469,3543,Simcoe,3529,Brant,32,Empty,5.66, -   , -   
7470,3543,Simcoe,3530,Waterloo,3,Automobiles and other vehicles/ gte,2.15," 12,612 "," 202,589 "
7471,3543,Simcoe,3530,Waterloo,4,Base metals and articles of base metal,2.68, 268 , 313 
7472,3543,Simcoe,3530,Waterloo,5,Cement and non-metallic mineral products,4.53," 45,993 "," 129,256 "
7473,3543,Simcoe,3530,Waterloo,14,"Minerals, ores and concentrates",1.76," 75,022 "," 33,009 "
7474,3543,Simcoe,3530,Waterloo,19,Other agriculture and food products,4.07," 24,414 "," 19,019 "
7475,3543,Simcoe,3530,Waterloo,24,Parts & accessories for motors vehicles/ ogte,6.52," 64,946 "," 246,717 "
7476,3543,Simcoe,3530,Waterloo,25,Plastics and rubber products,1.31," 1,092 "," 4,806 "
7477,3543,Simcoe,3530,Waterloo,28,Waste and scrap,3.76," 10,262 "," 1,519 "
7478,3543,Simcoe,3530,Waterloo,29,Wheat and other cereal grains,6.54," 248,558 "," 31,070 "
7479,3543,Simcoe,3530,Waterloo,32,Empty,19.90, -   , -   
7480,3543,Simcoe,3531,Perth,24,Parts & accessories for motors vehicles/ ogte,1.76," 7,981 "," 30,319 "
7481,3543,Simcoe,3531,Perth,32,Empty,5.02, -   , -   
7482,3543,Simcoe,3532,Oxford,3,Automobiles and other vehicles/ gte,11.41," 138,748 ", -   
7483,3543,Simcoe,3532,Oxford,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.96," 31,142 "," 4,145 "
7484,3543,Simcoe,3532,Oxford,19,Other agriculture and food products,2.09," 38,014 "," 58,542 "
7485,3543,Simcoe,3532,Oxford,28,Waste and scrap,1.64," 67,988 "," 31,540 "
7486,3543,Simcoe,3532,Oxford,32,Empty,1.60, -   , -   
7487,3543,Simcoe,3534,Elgin,19,Other agriculture and food products,2.27," 22,255 "," 71,843 "
7488,3543,Simcoe,3536,Kent,3,Automobiles and other vehicles/ gte,19.26," 99,940 ", -   
7489,3543,Simcoe,3536,Kent,24,Parts & accessories for motors vehicles/ ogte,7.74," 56,747 "," 213,716 "
7490,3543,Simcoe,3536,Kent,28,Waste and scrap,2.21," 79,734 "," 36,989 "
7491,3543,Simcoe,3536,Kent,31,Shipping containers returned empty,2.78," 12,649 ", -   
7492,3543,Simcoe,3536,Kent,32,Empty,13.45, -   , -   
7493,3543,Simcoe,3537,Essex,3,Automobiles and other vehicles/ gte,2.02," 18,371 ", -   
7494,3543,Simcoe,3537,Essex,21,Other manufactured and miscellaneous goods,2.14," 1,817 "," 38,061 "
7495,3543,Simcoe,3537,Essex,24,Parts & accessories for motors vehicles/ ogte,4.81," 35,624 "," 124,731 "
7496,3543,Simcoe,3537,Essex,32,Empty,27.07, -   , -   
7497,3543,Simcoe,3539,Middlesex,3,Automobiles and other vehicles/ gte,7.35," 43,960 "," 353,936 "
7498,3543,Simcoe,3539,Middlesex,19,Other agriculture and food products,1.82, 827 ," 1,198 "
7499,3543,Simcoe,3539,Middlesex,24,Parts & accessories for motors vehicles/ ogte,8.39," 14,996 "," 56,968 "
7500,3543,Simcoe,3539,Middlesex,32,Empty,33.66, -   , -   
7501,3543,Simcoe,3543,Simcoe,4,Base metals and articles of base metal,1.39," 5,054 "," 4,639 "
7502,3543,Simcoe,3543,Simcoe,5,Cement and non-metallic mineral products,1.21, 769 , 223 
7503,3543,Simcoe,3543,Simcoe,8,"Electronic, electrical & office equipment",1.39, 948 ," 56,220 "
7504,3543,Simcoe,3543,Simcoe,10,Liquefied propane gases and other petroleum products including liquefied natural gas,2.42," 2,304 "," 2,015 "
7505,3543,Simcoe,3543,Simcoe,11,Lumber,4.17," 5,004 "," 8,743 "
7506,3543,Simcoe,3543,Simcoe,12,Machinery,4.35," 2,040 "," 23,603 "
7507,3543,Simcoe,3543,Simcoe,13,"Meat, fish and seafood",1.39, 948 ," 5,009 "
7508,3543,Simcoe,3543,Simcoe,14,"Minerals, ores and concentrates",5.20," 83,789 "," 22,101 "
7509,3543,Simcoe,3543,Simcoe,19,Other agriculture and food products,13.27," 123,568 "," 67,228 "
7510,3543,Simcoe,3543,Simcoe,21,Other manufactured and miscellaneous goods,10.76," 25,683 "," 174,979 "
7511,3543,Simcoe,3543,Simcoe,24,Parts & accessories for motors vehicles/ ogte,1.21, 121 , 250 
7512,3543,Simcoe,3543,Simcoe,25,Plastics and rubber products,2.10," 1,477 "," 7,174 "
7513,3543,Simcoe,3543,Simcoe,26,Potatoes,1.39," 13,900 "," 6,142 "
7514,3543,Simcoe,3543,Simcoe,28,Waste and scrap,1.39," 16,680 "," 7,738 "
7515,3543,Simcoe,3543,Simcoe,32,Empty,71.38, -   , -   
7516,3543,Simcoe,3544,Muskoka,19,Other agriculture and food products,4.42," 92,325 "," 56,587 "
7517,3543,Simcoe,3544,Muskoka,23,Paper and paper products,1.39," 10,108 "," 9,695 "
7518,3543,Simcoe,3547,Renfrew,4,Base metals and articles of base metal,1.51," 10,033 "," 64,046 "
7519,3543,Simcoe,3548,Nipissing,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.46, 146 , 48 
7520,3543,Simcoe,3548,Nipissing,12,Machinery,3.39," 26,132 "," 133,133 "
7521,3543,Simcoe,3548,Nipissing,19,Other agriculture and food products,2.88," 2,142 "," 6,724 "
7522,3543,Simcoe,3548,Nipissing,25,Plastics and rubber products,1.07," 3,644 "," 16,342 "
7523,3543,Simcoe,3548,Nipissing,32,Empty,4.70, -   , -   
7524,3543,Simcoe,3549,Parry Sound,5,Cement and non-metallic mineral products,3.72," 3,385 ", 978 
7525,3543,Simcoe,3549,Parry Sound,8,"Electronic, electrical & office equipment",4.10, 279 ," 3,151 "
7526,3543,Simcoe,3549,Parry Sound,14,"Minerals, ores and concentrates",8.63," 252,583 "," 67,639 "
7527,3543,Simcoe,3549,Parry Sound,18,"Other (fuel oil, gasoline and aviation fuel)",4.10," 73,818 "," 26,877 "
7528,3543,Simcoe,3549,Parry Sound,19,Other agriculture and food products,13.55," 58,278 "," 44,896 "
7529,3543,Simcoe,3549,Parry Sound,21,Other manufactured and miscellaneous goods,4.10," 2,797 "," 21,047 "
7530,3543,Simcoe,3549,Parry Sound,32,Empty,15.65, -   , -   
7531,3543,Simcoe,3552,Sudbury,32,Empty,1.52, -   , -   
7532,3543,Simcoe,3553,Sudbury,12,Machinery,2.52," 48,593 "," 247,567 "
7533,3543,Simcoe,3553,Sudbury,28,Waste and scrap,6.22," 261,590 "," 138,787 "
7534,3543,Simcoe,3554,Timiskaming,32,Empty,1.57, -   , -   
7535,3543,Simcoe,3556,Cochrane,3,Automobiles and other vehicles/ gte,1.97," 36,579 "," 587,565 "
7536,3543,Simcoe,3557,Algoma,32,Empty,1.29, -   , -   
7537,3543,Simcoe,7001,Alabama,5,Cement and non-metallic mineral products,1.43," 15,745 "," 54,947 "
7538,3543,Simcoe,7012,Florida,19,Other agriculture and food products,2.56," 48,832 "," 60,926 "
7539,3543,Simcoe,7013,Georgia,21,Other manufactured and miscellaneous goods,1.47," 25,678 "," 199,122 "
7540,3543,Simcoe,7013,Georgia,24,Parts & accessories for motors vehicles/ ogte,4.49," 135,275 "," 470,242 "
7541,3543,Simcoe,7017,Illinois,19,Other agriculture and food products,1.63," 30,507 "," 58,095 "
7542,3543,Simcoe,7017,Illinois,32,Empty,2.85, -   , -   
7543,3543,Simcoe,7018,Indiana,3,Automobiles and other vehicles/ gte,2.05," 20,619 ", -   
7544,3543,Simcoe,7018,Indiana,4,Base metals and articles of base metal,4.71," 56,582 "," 163,348 "
7545,3543,Simcoe,7018,Indiana,31,Shipping containers returned empty,1.39," 9,497 ", -   
7546,3543,Simcoe,7018,Indiana,32,Empty,1.52, -   , -   
7547,3543,Simcoe,7021,Kentucky,19,Other agriculture and food products,3.90," 70,829 "," 97,038 "
7548,3543,Simcoe,7021,Kentucky,24,Parts & accessories for motors vehicles/ ogte,4.26," 70,029 "," 243,204 "
7549,3543,Simcoe,7021,Kentucky,31,Shipping containers returned empty,4.44," 18,362 ", -   
7550,3543,Simcoe,7021,Kentucky,32,Empty,1.87, -   , -   
7551,3543,Simcoe,7026,Michigan,3,Automobiles and other vehicles/ gte,12.25," 127,749 "," 1,472,385 "
7552,3543,Simcoe,7026,Michigan,5,Cement and non-metallic mineral products,1.25," 24,538 "," 85,629 "
7553,3543,Simcoe,7026,Michigan,24,Parts & accessories for motors vehicles/ ogte,11.94," 178,749 "," 649,484 "
7554,3543,Simcoe,7026,Michigan,25,Plastics and rubber products,1.02," 4,941 "," 46,790 "
7555,3543,Simcoe,7026,Michigan,26,Potatoes,1.00," 29,584 "," 8,816 "
7556,3543,Simcoe,7026,Michigan,28,Waste and scrap,2.21," 64,230 "," 39,630 "
7557,3543,Simcoe,7026,Michigan,31,Shipping containers returned empty,1.68," 5,392 ", -   
7558,3543,Simcoe,7026,Michigan,32,Empty,5.87, -   , -   
7559,3543,Simcoe,7028,Mississippi,3,Automobiles and other vehicles/ gte,3.09," 28,124 ", -   
7560,3543,Simcoe,7029,Missouri,31,Shipping containers returned empty,1.80," 5,731 ", -   
7561,3543,Simcoe,7034,New Jersey,32,Empty,1.30, -   , -   
7562,3543,Simcoe,7036,New York,3,Automobiles and other vehicles/ gte,1.31," 24,222 "," 409,524 "
7563,3543,Simcoe,7036,New York,19,Other agriculture and food products,6.28," 100,127 "," 138,060 "
7564,3543,Simcoe,7036,New York,26,Potatoes,3.76," 76,948 "," 22,931 "
7565,3543,Simcoe,7036,New York,28,Waste and scrap,2.12," 42,160 "," 44,320 "
7566,3543,Simcoe,7036,New York,32,Empty,4.37, -   , -   
7567,3543,Simcoe,7039,Ohio,3,Automobiles and other vehicles/ gte,15.95," 56,274 ", -   
7568,3543,Simcoe,7039,Ohio,4,Base metals and articles of base metal,1.38," 18,555 "," 34,923 "
7569,3543,Simcoe,7039,Ohio,5,Cement and non-metallic mineral products,1.05," 21,489 "," 7,822 "
7570,3543,Simcoe,7039,Ohio,24,Parts & accessories for motors vehicles/ ogte,4.21," 17,844 "," 66,559 "
7571,3543,Simcoe,7039,Ohio,31,Shipping containers returned empty,2.06," 14,105 ", -   
7572,3543,Simcoe,7039,Ohio,32,Empty,17.03, -   , -   
7573,3543,Simcoe,7042,Pennsylvania,19,Other agriculture and food products,3.03," 54,867 "," 169,376 "
7574,3543,Simcoe,7042,Pennsylvania,21,Other manufactured and miscellaneous goods,1.64," 9,922 "," 73,953 "
7575,3543,Simcoe,7042,Pennsylvania,28,Waste and scrap,1.36," 25,538 "," 30,789 "
7576,3543,Simcoe,7042,Pennsylvania,32,Empty,2.30, -   , -   
7577,3543,Simcoe,7047,Tennessee,24,Parts & accessories for motors vehicles/ ogte,2.70," 14,748 "," 55,007 "
7578,3543,Simcoe,7047,Tennessee,32,Empty,2.70, -   , -   
7579,3543,Simcoe,7048,Texas,24,Parts & accessories for motors vehicles/ ogte,2.52," 20,801 "," 73,374 "
7580,3543,Simcoe,7055,Wisconsin,19,Other agriculture and food products,1.02," 18,598 "," 25,480 "
7581,3544,Muskoka,2400,Quebec,11,Lumber,3.47," 126,082 "," 227,867 "
7582,3544,Muskoka,2400,Quebec,22,Other raw and finished forest products,9.60," 390,302 "," 53,781 "
7583,3544,Muskoka,2400,Quebec,32,Empty,1.65, -   , -   
7584,3544,Muskoka,3501,"Stormont, Dundas & Glengarry",32,Empty,2.17, -   , -   
7585,3544,Muskoka,3502,Prescott & Russell,22,Other raw and finished forest products,1.49," 65,384 "," 33,798 "
7586,3544,Muskoka,3506,Ottawa-Carleton,32,Empty,1.29, -   , -   
7587,3544,Muskoka,3512,Hastings,32,Empty,1.27, -   , -   
7588,3544,Muskoka,3515,Peterborough,32,Empty,13.16, -   , -   
7589,3544,Muskoka,3518,Durham,21,Other manufactured and miscellaneous goods,1.24, 193 , 549 
7590,3544,Muskoka,3518,Durham,22,Other raw and finished forest products,4.92, 492 , 796 
7591,3544,Muskoka,3518,Durham,25,Plastics and rubber products,4.92," 1,789 "," 8,790 "
7592,3544,Muskoka,3518,Durham,32,Empty,10.44, -   , -   
7593,3544,Muskoka,3519,York,5,Cement and non-metallic mineral products,9.52," 86,564 "," 87,603 "
7594,3544,Muskoka,3519,York,14,"Minerals, ores and concentrates",17.23," 697,611 "," 127,986 "
7595,3544,Muskoka,3519,York,25,Plastics and rubber products,2.72," 50,762 "," 340,064 "
7596,3544,Muskoka,3519,York,32,Empty,15.43, -   , -   
7597,3544,Muskoka,3520,Toronto,14,"Minerals, ores and concentrates",14.97," 597,550 "," 20,317 "
7598,3544,Muskoka,3520,Toronto,28,Waste and scrap,2.72," 51,756 "," 7,660 "
7599,3544,Muskoka,3520,Toronto,32,Empty,17.23, -   , -   
7600,3544,Muskoka,3521,Peel,14,"Minerals, ores and concentrates",28.57," 1,208,278 "," 62,350 "
7601,3544,Muskoka,3521,Peel,24,Parts & accessories for motors vehicles/ ogte,7.71," 2,807 "," 10,663 "
7602,3544,Muskoka,3521,Peel,32,Empty,37.65, -   , -   
7603,3544,Muskoka,3523,Wellington,32,Empty,2.04, -   , -   
7604,3544,Muskoka,3524,Halton,14,"Minerals, ores and concentrates",1.57," 19,942 "," 5,283 "
7605,3544,Muskoka,3524,Halton,32,Empty,6.23, -   , -   
7606,3544,Muskoka,3525,Hamilton,32,Empty,1.70, -   , -   
7607,3544,Muskoka,3526,Niagara,28,Waste and scrap,4.08," 112,276 "," 52,084 "
7608,3544,Muskoka,3526,Niagara,32,Empty,2.15, -   , -   
7609,3544,Muskoka,3528,Haldimand-Norfolk,32,Empty,2.90, -   , -   
7610,3544,Muskoka,3530,Waterloo,25,Plastics and rubber products,1.38," 2,514 "," 12,350 "
7611,3544,Muskoka,3536,Kent,32,Empty,1.52, -   , -   
7612,3544,Muskoka,3537,Essex,24,Parts & accessories for motors vehicles/ ogte,1.45," 10,553 "," 40,089 "
7613,3544,Muskoka,3539,Middlesex,32,Empty,2.04, -   , -   
7614,3544,Muskoka,3542,Grey,32,Empty,9.52, -   , -   
7615,3544,Muskoka,3543,Simcoe,4,Base metals and articles of base metal,9.52," 12,989 "," 12,372 "
7616,3544,Muskoka,3543,Simcoe,5,Cement and non-metallic mineral products,4.92," 83,572 "," 34,097 "
7617,3544,Muskoka,3543,Simcoe,10,Liquefied propane gases and other petroleum products including liquefied natural gas,4.92, 492 , 160 
7618,3544,Muskoka,3543,Simcoe,13,"Meat, fish and seafood",4.92, 492 ," 2,421 "
7619,3544,Muskoka,3543,Simcoe,14,"Minerals, ores and concentrates",17.23," 666,782 "," 93,076 "
7620,3544,Muskoka,3543,Simcoe,19,Other agriculture and food products,7.64," 10,339 "," 6,257 "
7621,3544,Muskoka,3543,Simcoe,21,Other manufactured and miscellaneous goods,30.27," 3,027 "," 16,671 "
7622,3544,Muskoka,3543,Simcoe,22,Other raw and finished forest products,14.44," 110,181 "," 133,894 "
7623,3544,Muskoka,3543,Simcoe,23,Paper and paper products,7.63," 2,288 "," 19,311 "
7624,3544,Muskoka,3543,Simcoe,32,Empty,146.63, -   , -   
7625,3544,Muskoka,3543,Simcoe,33,Mail,6.35," 34,638 ", -   
7626,3544,Muskoka,3544,Muskoka,5,Cement and non-metallic mineral products,6.35," 1,734 ", 707 
7627,3544,Muskoka,3544,Muskoka,14,"Minerals, ores and concentrates",4.92," 107,247 "," 9,223 "
7628,3544,Muskoka,3544,Muskoka,32,Empty,48.42, -   , -   
7629,3544,Muskoka,3544,Muskoka,33,Mail,1.23, 837 , -   
7630,3544,Muskoka,3546,Haliburton,21,Other manufactured and miscellaneous goods,1.92," 1,437 "," 9,765 "
7631,3544,Muskoka,3548,Nipissing,14,"Minerals, ores and concentrates",1.93," 7,014 ", 70 
7632,3544,Muskoka,3548,Nipissing,32,Empty,6.55, -   , -   
7633,3544,Muskoka,3549,Parry Sound,5,Cement and non-metallic mineral products,2.27," 13,390 "," 5,865 "
7634,3544,Muskoka,3549,Parry Sound,10,Liquefied propane gases and other petroleum products including liquefied natural gas,7.83," 119,229 "," 15,869 "
7635,3544,Muskoka,3549,Parry Sound,12,Machinery,2.24," 24,390 "," 124,261 "
7636,3544,Muskoka,3549,Parry Sound,19,Other agriculture and food products,4.10," 32,808 "," 14,764 "
7637,3544,Muskoka,3549,Parry Sound,28,Waste and scrap,4.10," 55,917 "," 36,408 "
7638,3544,Muskoka,3549,Parry Sound,32,Empty,40.55, -   , -   
7639,3544,Muskoka,3552,Sudbury,12,Machinery,2.24," 3,050 "," 15,538 "
7640,3544,Muskoka,3552,Sudbury,24,Parts & accessories for motors vehicles/ ogte,1.18," 3,557 "," 23,421 "
7641,3544,Muskoka,3552,Sudbury,32,Empty,2.24, -   , -   
7642,3544,Muskoka,3553,Sudbury,4,Base metals and articles of base metal,1.31," 11,908 "," 11,342 "
7643,3544,Muskoka,3553,Sudbury,19,Other agriculture and food products,1.17," 24,300 "," 10,935 "
7644,3544,Muskoka,3553,Sudbury,32,Empty,2.87, -   , -   
7645,3544,Muskoka,3554,Timiskaming,32,Empty,2.21, -   , -   
7646,3544,Muskoka,3557,Algoma,32,Empty,4.94, -   , -   
7647,3544,Muskoka,7006,California,23,Paper and paper products,1.30," 13,580 "," 41,446 "
7648,3544,Muskoka,7009,Connecticut,23,Paper and paper products,1.71," 18,840 "," 57,499 "
7649,3544,Muskoka,7017,Illinois,22,Other raw and finished forest products,1.75," 32,311 "," 14,392 "
7650,3544,Muskoka,7018,Indiana,23,Paper and paper products,1.22," 12,151 "," 37,084 "
7651,3544,Muskoka,7026,Michigan,22,Other raw and finished forest products,1.18," 30,447 "," 20,825 "
7652,3544,Muskoka,7030,Montana,25,Plastics and rubber products,1.38," 19,743 "," 136,601 "
7653,3544,Muskoka,7036,New York,23,Paper and paper products,1.66," 15,669 "," 47,823 "
7654,3544,Muskoka,7042,Pennsylvania,22,Other raw and finished forest products,1.31," 26,415 "," 8,252 "
7655,3544,Muskoka,7045,South Carolina,23,Paper and paper products,1.44," 14,408 "," 43,973 "
7656,3546,Haliburton,3512,Hastings,3,Automobiles and other vehicles/ gte,1.92," 2,613 "," 27,472 "
7657,3546,Haliburton,3512,Hastings,32,Empty,10.57, -   , -   
7658,3546,Haliburton,3521,Peel,32,Empty,2.05, -   , -   
7659,3546,Haliburton,3523,Wellington,32,Empty,4.04, -   , -   
7660,3546,Haliburton,3540,Huron,32,Empty,7.71, -   , -   
7661,3546,Haliburton,3548,Nipissing,19,Other agriculture and food products,1.46," 2,918 "," 9,326 "
7662,3546,Haliburton,3548,Nipissing,24,Parts & accessories for motors vehicles/ ogte,1.93, 438 ," 1,663 "
7663,3547,Renfrew,2400,Quebec,4,Base metals and articles of base metal,2.51," 80,678 "," 258,406 "
7664,3547,Renfrew,2400,Quebec,5,Cement and non-metallic mineral products,4.20," 137,379 "," 65,442 "
7665,3547,Renfrew,2400,Quebec,11,Lumber,5.30," 138,647 "," 112,072 "
7666,3547,Renfrew,2400,Quebec,12,Machinery,2.94," 45,406 "," 339,423 "
7667,3547,Renfrew,2400,Quebec,14,"Minerals, ores and concentrates",9.17," 580,861 "," 171,412 "
7668,3547,Renfrew,2400,Quebec,19,Other agriculture and food products,6.08," 52,542 "," 193,070 "
7669,3547,Renfrew,2400,Quebec,21,Other manufactured and miscellaneous goods,3.07," 33,295 "," 138,289 "
7670,3547,Renfrew,2400,Quebec,22,Other raw and finished forest products,36.73," 1,276,097 "," 209,863 "
7671,3547,Renfrew,2400,Quebec,25,Plastics and rubber products,3.07," 46,035 "," 106,006 "
7672,3547,Renfrew,2400,Quebec,28,Waste and scrap,3.62," 56,257 "," 40,366 "
7673,3547,Renfrew,2400,Quebec,32,Empty,37.67, -   , -   
7674,3547,Renfrew,3501,"Stormont, Dundas & Glengarry",22,Other raw and finished forest products,5.20," 173,330 "," 45,346 "
7675,3547,Renfrew,3501,"Stormont, Dundas & Glengarry",32,Empty,5.51, -   , -   
7676,3547,Renfrew,3506,Ottawa-Carleton,4,Base metals and articles of base metal,1.67," 30,910 "," 28,373 "
7677,3547,Renfrew,3506,Ottawa-Carleton,10,Liquefied propane gases and other petroleum products including liquefied natural gas,2.71," 54,220 "," 7,217 "
7678,3547,Renfrew,3506,Ottawa-Carleton,12,Machinery,1.85," 25,225 "," 138,241 "
7679,3547,Renfrew,3506,Ottawa-Carleton,13,"Meat, fish and seafood",1.14," 5,168 "," 16,457 "
7680,3547,Renfrew,3506,Ottawa-Carleton,14,"Minerals, ores and concentrates",1.67," 75,749 "," 2,575 "
7681,3547,Renfrew,3506,Ottawa-Carleton,16,"Optical, medical, photographic, scientific & technical",2.71, 556 ," 6,393 "
7682,3547,Renfrew,3506,Ottawa-Carleton,19,Other agriculture and food products,9.37," 53,360 "," 99,765 "
7683,3547,Renfrew,3506,Ottawa-Carleton,21,Other manufactured and miscellaneous goods,4.87," 27,348 "," 174,464 "
7684,3547,Renfrew,3506,Ottawa-Carleton,22,Other raw and finished forest products,6.94," 169,155 "," 77,259 "
7685,3547,Renfrew,3506,Ottawa-Carleton,24,Parts & accessories for motors vehicles/ ogte,6.64, 299 ," 1,135 "
7686,3547,Renfrew,3506,Ottawa-Carleton,28,Waste and scrap,3.16," 21,775 "," 10,715 "
7687,3547,Renfrew,3506,Ottawa-Carleton,32,Empty,55.52, -   , -   
7688,3547,Renfrew,3507,Leeds And Grenville United Counties,32,Empty,10.62, -   , -   
7689,3547,Renfrew,3509,Lanark,4,Base metals and articles of base metal,1.31," 6,550 "," 17,595 "
7690,3547,Renfrew,3509,Lanark,11,Lumber,1.85," 9,250 "," 6,235 "
7691,3547,Renfrew,3509,Lanark,20,Other chemical products,1.31," 4,168 "," 7,386 "
7692,3547,Renfrew,3509,Lanark,22,Other raw and finished forest products,1.49," 10,806 "," 23,048 "
7693,3547,Renfrew,3509,Lanark,28,Waste and scrap,1.71," 29,482 "," 13,676 "
7694,3547,Renfrew,3509,Lanark,32,Empty,6.53, -   , -   
